2024-08-21 03:32:12,727 - ERROR - Failed to generate content for field: Computer Science, topic: Theory, subtopic: Algorithms and data structures, chapter: Algorismes bï¿½sics, subunit: Algorismes de ordenaciï¿½. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:48,437 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: Introducció a les Relacions d'Amor, subunit: Evolució històrica dels conceptes d'amor. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:49,299 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: L'amor romàntic en la literatura i l'art, subunit: El poder de l'amor com a font d'inspiració. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:49,693 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: Amor Romàntic: Definició i Característiques, subunit: Característiques distintives de l'amor romàntic. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:49,761 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: Introducció a les Relacions d'Amor, subunit: Els diversos tipus d'amor: una visió general. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:50,814 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: La dinàmica de les relacions romàntiques, subunit: L'atracció inicial i la fase d'enamorament. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:51,457 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: L'amor romàntic en la literatura i l'art, subunit: Exemples de representacions de l'amor en diferents cultures. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:52,576 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: La dinàmica de les relacions romàntiques, subunit: El desenvolupament de la intimitat i l'amor profund. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:52,976 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: Amor Romàntic: Definició i Característiques, subunit: Teories psicològiques de l'amor romàntic. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:50:53,799 - ERROR - Failed to generate content for field: Love Relationships, topic: Types of Love, subtopic: Romantic Love, chapter: Models teòrics de l'amor romàntic, subunit: Models d'aferrament i d'estil d'amor. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:10,220 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Intimacy, chapter: Tipus d'intimitat en les relacions, subunit: Intimid física. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:10,220 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Intimacy, chapter: Relacions d'amor: Dinàmiques de la relació: Intimid, subunit: Introducció a les relacions d'amor. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:11,347 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Intimacy, chapter: Intimid i benestar, subunit: Els beneficis de la intimitat. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:11,899 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Intimacy, chapter: Relacions d'amor: Dinàmiques de la relació: Intimid, subunit: Definició i tipus d'intimitat. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:12,263 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Intimacy, chapter: Conclusió, subunit: Resum dels principals conceptes. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:22,940 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Intimacy, chapter: La intimitat en el context de les relacions, subunit: Intimid en parelles. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:35,422 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Atracció i Emocions, subunit: Atracció i emocions positives i negatives. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:36,488 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Atracció en les Relacions Amoroses: Un Enfocament de Recerca, subunit: El paper de la biologia en l'atracció. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:36,800 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Mecanismes Biològics de l'Atracció, subunit: Neurotransmissors i hormones en l'atracció. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:37,230 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Mecanismes Biològics de l'Atracció, subunit: Bases neurofisiològiques de l'atracció. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 16:51:38,186 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Mecanismes Biològics de l'Atracció, subunit: El paper de la dopamina i l'oxitocina en l'atracció. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
